#a1 a2 eps sig(A)
S0tTg B0uAa 1.00 10.00
B0tTg S0uAa 1.00 10.00
B0tTg B0uAa 1.00  6.00
#S0tTc S0uAa 1.00 14.00
S0tTc B0uAa 1.00 10.00
B0tTc S0uAa 1.00 10.00
B0tTc B0uAa 1.00  6.00
#S0tTt S0uAa 1.00 14.00
S0tTt B0uAa 1.00 10.00
B0tTt S0uAa 1.00 10.00
B0tTt B0uAa 1.00  6.00
#S0tT3 S0uAa 1.00 14.00
S0tT3 B0uAa 1.00 10.00
B0tT3 S0uAa 1.00 10.00
B0tT3 B0uAa 1.00  6.00
#S05Ta S0uAu 1.00 14.00
S05Ta B0uAu 1.00 10.00
B05Ta S0uAu 1.00 10.00
B05Ta B0uAu 1.00  6.00
#S0aTa S0uAu 2.00 14.00
S0aTa B0uAu 2.00 10.00
B0aTa S0uAu 2.00 10.00
B0aTa B0uAu 2.00  6.00
#S0aTu S0uAu 1.00 14.00
S0aTu B0uAu 1.00 10.00
B0aTu S0uAu 1.00 10.00
B0aTu B0uAu 1.00  6.00
#S0aTg S0uAu 1.00 14.00
S0aTg B0uAu 1.00 10.00
B0aTg S0uAu 1.00 10.00
B0aTg B0uAu 1.00  6.00
#S0aTc S0uAu 1.00 14.00
S0aTc B0uAu 1.00 10.00
B0aTc S0uAu 1.00 10.00
B0aTc B0uAu 1.00  6.00
#S0aTt S0uAu 1.00 14.00
S0aTt B0uAu 1.00 10.00
B0aTt S0uAu 1.00 10.00
B0aTt B0uAu 1.00  6.00
#S0aT3 S0uAu 1.00 14.00
S0aT3 B0uAu 1.00 10.00
B0aT3 S0uAu 1.00 10.00
B0aT3 B0uAu 1.00  6.00
#S0uAu S0uTa 1.00 14.00
S0uAu B0uTa 1.00 10.00
B0uAu S0uTa 1.00 10.00
B0uAu B0uTa 1.00  6.00
#S0gTa S0uAu 1.00 14.00
S0gTa B0uAu 1.00 10.00
B0gTa S0uAu 1.00 10.00
B0gTa B0uAu 1.00  6.00
#S0cTa S0uAu 1.00 14.00
S0cTa B0uAu 1.00 10.00
B0cTa S0uAu 1.00 10.00
B0cTa B0uAu 1.00  6.00
#S0tTa S0uAu 1.00 14.00
S0tTa B0uAu 1.00 10.00
B0tTa S0uAu 1.00 10.00
B0tTa B0uAu 1.00  6.00
#S05Ta S0uAg 1.00 14.00
S05Ta B0uAg 1.00 10.00
B05Ta S0uAg 1.00 10.00
B05Ta B0uAg 1.00  6.00
#S0aTa S0uAg 1.00 14.00
S0aTa B0uAg 1.00 10.00
B0aTa S0uAg 1.00 10.00
B0aTa B0uAg 1.00  6.00
#S0uAg S0uTa 1.00 14.00
S0uAg B0uTa 1.00 10.00
B0uAg S0uTa 1.00 10.00
B0uAg B0uTa 1.00  6.00
#S0gTa S0uAg 1.00 14.00
S0gTa B0uAg 1.00 10.00
B0gTa S0uAg 1.00 10.00
B0gTa B0uAg 1.00  6.00
#S0cTa S0uAg 2.00 14.00
S0cTa B0uAg 2.00 10.00
B0cTa S0uAg 2.00 10.00
B0cTa B0uAg 2.00  6.00
#S0cTu S0uAg 1.00 14.00
S0cTu B0uAg 1.00 10.00
B0cTu S0uAg 1.00 10.00
B0cTu B0uAg 1.00  6.00
#S0cTg S0uAg 1.00 14.00
S0cTg B0uAg 1.00 10.00
B0cTg S0uAg 1.00 10.00
B0cTg B0uAg 1.00  6.00
#S0cTc S0uAg 1.00 14.00
S0cTc B0uAg 1.00 10.00
B0cTc S0uAg 1.00 10.00
B0cTc B0uAg 1.00  6.00
#S0cTt S0uAg 1.00 14.00
S0cTt B0uAg 1.00 10.00
B0cTt S0uAg 1.00 10.00
B0cTt B0uAg 1.00  6.00
#S0cT3 S0uAg 1.00 14.00
S0cT3 B0uAg 1.00 10.00
B0cT3 S0uAg 1.00 10.00
B0cT3 B0uAg 1.00  6.00
#S0tTa S0uAg 1.00 14.00
S0tTa B0uAg 1.00 10.00
B0tTa S0uAg 1.00 10.00
B0tTa B0uAg 1.00  6.00
#S05Ta S0uAc 1.00 14.00
S05Ta B0uAc 1.00 10.00
B05Ta S0uAc 1.00 10.00
B05Ta B0uAc 1.00  6.00
#S0aTa S0uAc 1.00 14.00
S0aTa B0uAc 1.00 10.00
B0aTa S0uAc 1.00 10.00
B0aTa B0uAc 1.00  6.00
#S0uAc S0uTa 1.00 14.00
S0uAc B0uTa 1.00 10.00
B0uAc S0uTa 1.00 10.00
B0uAc B0uTa 1.00  6.00
#S0gTa S0uAc 2.00 14.00
S0gTa B0uAc 2.00 10.00
B0gTa S0uAc 2.00 10.00
B0gTa B0uAc 2.00  6.00
#S0gTu S0uAc 1.00 14.00
S0gTu B0uAc 1.00 10.00
B0gTu S0uAc 1.00 10.00
B0gTu B0uAc 1.00  6.00
#S0gTg S0uAc 1.00 14.00
S0gTg B0uAc 1.00 10.00
B0gTg S0uAc 1.00 10.00
B0gTg B0uAc 1.00  6.00
#S0gTc S0uAc 1.00 14.00
S0gTc B0uAc 1.00 10.00
B0gTc S0uAc 1.00 10.00
B0gTc B0uAc 1.00  6.00
#S0gTt S0uAc 1.00 14.00
S0gTt B0uAc 1.00 10.00
B0gTt S0uAc 1.00 10.00
B0gTt B0uAc 1.00  6.00
#S0gT3 S0uAc 1.00 14.00
S0gT3 B0uAc 1.00 10.00
B0gT3 S0uAc 1.00 10.00
B0gT3 B0uAc 1.00  6.00
#S0cTa S0uAc 1.00 14.00
S0cTa B0uAc 1.00 10.00
B0cTa S0uAc 1.00 10.00
B0cTa B0uAc 1.00  6.00
#S0tTa S0uAc 1.00 14.00
S0tTa B0uAc 1.00 10.00
B0tTa S0uAc 1.00 10.00
B0tTa B0uAc 1.00  6.00
#S05Ta S0uAt 1.00 14.00
S05Ta B0uAt 1.00 10.00
B05Ta S0uAt 1.00 10.00
B05Ta B0uAt 1.00  6.00
#S0aTa S0uAt 2.00 14.00
S0aTa B0uAt 2.00 10.00
B0aTa S0uAt 2.00 10.00
B0aTa B0uAt 2.00  6.00
#S0aTu S0uAt 1.00 14.00
S0aTu B0uAt 1.00 10.00
B0aTu S0uAt 1.00 10.00
B0aTu B0uAt 1.00  6.00
#S0aTg S0uAt 1.00 14.00
S0aTg B0uAt 1.00 10.00
B0aTg S0uAt 1.00 10.00
B0aTg B0uAt 1.00  6.00
#S0aTc S0uAt 1.00 14.00
S0aTc B0uAt 1.00 10.00
B0aTc S0uAt 1.00 10.00
B0aTc B0uAt 1.00  6.00
#S0aTt S0uAt 1.00 14.00
S0aTt B0uAt 1.00 10.00
B0aTt S0uAt 1.00 10.00
B0aTt B0uAt 1.00  6.00
#S0aT3 S0uAt 1.00 14.00
S0aT3 B0uAt 1.00 10.00
B0aT3 S0uAt 1.00 10.00
B0aT3 B0uAt 1.00  6.00
#S0uAt S0uTa 1.00 14.00
S0uAt B0uTa 1.00 10.00
B0uAt S0uTa 1.00 10.00
B0uAt B0uTa 1.00  6.00
#S0gTa S0uAt 1.00 14.00
S0gTa B0uAt 1.00 10.00
B0gTa S0uAt 1.00 10.00
B0gTa B0uAt 1.00  6.00
#S0cTa S0uAt 1.00 14.00
S0cTa B0uAt 1.00 10.00
B0cTa S0uAt 1.00 10.00
B0cTa B0uAt 1.00  6.00
#S0tTa S0uAt 1.00 14.00
S0tTa B0uAt 1.00 10.00
B0tTa S0uAt 1.00 10.00
B0tTa B0uAt 1.00  6.00
#S05Ta S0uA3 1.00 14.00
S05Ta B0uA3 1.00 10.00
B05Ta S0uA3 1.00 10.00
B05Ta B0uA3 1.00  6.00
#S0aTa S0uA3 1.00 14.00
S0aTa B0uA3 1.00 10.00
B0aTa S0uA3 1.00 10.00
B0aTa B0uA3 1.00  6.00
#S0uA3 S0uTa 1.00 14.00
S0uA3 B0uTa 1.00 10.00
B0uA3 S0uTa 1.00 10.00
B0uA3 B0uTa 1.00  6.00
#S0gTa S0uA3 1.00 14.00
S0gTa B0uA3 1.00 10.00
B0gTa S0uA3 1.00 10.00
B0gTa B0uA3 1.00  6.00
#S0cTa S0uA3 1.00 14.00
S0cTa B0uA3 1.00 10.00
B0cTa S0uA3 1.00 10.00
B0cTa B0uA3 1.00  6.00
#S0tTa S0uA3 1.00 14.00
S0tTa B0uA3 1.00 10.00
B0tTa S0uA3 1.00 10.00
B0tTa B0uA3 1.00  6.00
#S05Tc S0gAa 1.00 14.00
S05Tc B0gAa 1.00 10.00
B05Tc S0gAa 1.00 10.00
B05Tc B0gAa 1.00  6.00
#S0aTc S0gAa 1.00 14.00
S0aTc B0gAa 1.00 10.00
B0aTc S0gAa 1.00 10.00
B0aTc B0gAa 1.00  6.00
#S0gAa S0uTa 1.00 14.00
S0gAa B0uTa 1.00 10.00
B0gAa S0uTa 1.00 10.00
B0gAa B0uTa 1.00  6.00
#S0gAa S0uTu 1.00 14.00
S0gAa B0uTu 1.00 10.00
B0gAa S0uTu 1.00 10.00
B0gAa B0uTu 1.00  6.00
#S0gAa S0uTg 1.00 14.00
S0gAa B0uTg 1.00 10.00
B0gAa S0uTg 1.00 10.00
B0gAa B0uTg 1.00  6.00
#S0gAa S0uTc 2.00 14.00
S0gAa B0uTc 2.00 10.00
B0gAa S0uTc 2.00 10.00
B0gAa B0uTc 2.00  6.00
#S0gAa S0uTt 1.00 14.00
S0gAa B0uTt 1.00 10.00
B0gAa S0uTt 1.00 10.00
B0gAa B0uTt 1.00  6.00
#S0gAa S0uT3 1.00 14.00
S0gAa B0uT3 1.00 10.00
B0gAa S0uT3 1.00 10.00
B0gAa B0uT3 1.00  6.00
#S0gAa S0gTc 1.00 14.00
S0gAa B0gTc 1.00 10.00
B0gAa S0gTc 1.00 10.00
B0gAa B0gTc 1.00  6.00
#S0cTc S0gAa 1.00 14.00
S0cTc B0gAa 1.00 10.00
B0cTc S0gAa 1.00 10.00
B0cTc B0gAa 1.00  6.00
#S0gAa S0tTa 1.00 14.00
S0gAa B0tTa 1.00 10.00
B0gAa S0tTa 1.00 10.00
B0gAa B0tTa 1.00  6.00
#S0gAa S0tTu 1.00 14.00
S0gAa B0tTu 1.00 10.00
B0gAa S0tTu 1.00 10.00
B0gAa B0tTu 1.00  6.00
#S0gAa S0tTg 1.00 14.00
S0gAa B0tTg 1.00 10.00
B0gAa S0tTg 1.00 10.00
B0gAa B0tTg 1.00  6.00
#S0gAa S0tTc 2.00 14.00
S0gAa B0tTc 2.00 10.00
B0gAa S0tTc 2.00 10.00
B0gAa B0tTc 2.00  6.00
#S0gAa S0tTt 1.00 14.00
S0gAa B0tTt 1.00 10.00
B0gAa S0tTt 1.00 10.00
B0gAa B0tTt 1.00  6.00
#S0gAa S0tT3 1.00 14.00
S0gAa B0tT3 1.00 10.00
B0gAa S0tT3 1.00 10.00
B0gAa B0tT3 1.00  6.00
#S05Tc S0gAu 1.00 14.00
S05Tc B0gAu 1.00 10.00
B05Tc S0gAu 1.00 10.00
B05Tc B0gAu 1.00  6.00
#S0aTa S0gAu 1.00 14.00
S0aTa B0gAu 1.00 10.00
B0aTa S0gAu 1.00 10.00
B0aTa B0gAu 1.00  6.00
#S0aTu S0gAu 1.00 14.00
S0aTu B0gAu 1.00 10.00
B0aTu S0gAu 1.00 10.00
B0aTu B0gAu 1.00  6.00
#S0aTg S0gAu 1.00 14.00
S0aTg B0gAu 1.00 10.00
B0aTg S0gAu 1.00 10.00
B0aTg B0gAu 1.00  6.00
#S0aTc S0gAu 2.00 14.00
S0aTc B0gAu 2.00 10.00
B0aTc S0gAu 2.00 10.00
B0aTc B0gAu 2.00  6.00
#S0aTt S0gAu 1.00 14.00
S0aTt B0gAu 1.00 10.00
B0aTt S0gAu 1.00 10.00
B0aTt B0gAu 1.00  6.00
#S0aT3 S0gAu 1.00 14.00
S0aT3 B0gAu 1.00 10.00
B0aT3 S0gAu 1.00 10.00
B0aT3 B0gAu 1.00  6.00
#S0gAu S0uTc 1.00 14.00
S0gAu B0uTc 1.00 10.00
B0gAu S0uTc 1.00 10.00
B0gAu B0uTc 1.00  6.00
#S0gAu S0gTc 1.00 14.00
S0gAu B0gTc 1.00 10.00
B0gAu S0gTc 1.00 10.00
B0gAu B0gTc 1.00  6.00
#S0cTc S0gAu 1.00 14.00
S0cTc B0gAu 1.00 10.00
B0cTc S0gAu 1.00 10.00
B0cTc B0gAu 1.00  6.00
#S0gAu S0tTc 1.00 14.00
S0gAu B0tTc 1.00 10.00
B0gAu S0tTc 1.00 10.00
B0gAu B0tTc 1.00  6.00
#S05Tc S0gAg 1.00 14.00
S05Tc B0gAg 1.00 10.00
B05Tc S0gAg 1.00 10.00
B05Tc B0gAg 1.00  6.00
#S0aTc S0gAg 1.00 14.00
S0aTc B0gAg 1.00 10.00
B0aTc S0gAg 1.00 10.00
B0aTc B0gAg 1.00  6.00
#S0gAg S0uTc 1.00 14.00
S0gAg B0uTc 1.00 10.00
B0gAg S0uTc 1.00 10.00
B0gAg B0uTc 1.00  6.00
#S0gAg S0gTc 1.00 14.00
S0gAg B0gTc 1.00 10.00
B0gAg S0gTc 1.00 10.00
B0gAg B0gTc 1.00  6.00
#S0cTa S0gAg 1.00 14.00
S0cTa B0gAg 1.00 10.00
B0cTa S0gAg 1.00 10.00
B0cTa B0gAg 1.00  6.00
#S0cTu S0gAg 1.00 14.00
S0cTu B0gAg 1.00 10.00
B0cTu S0gAg 1.00 10.00
B0cTu B0gAg 1.00  6.00
#S0cTg S0gAg 1.00 14.00
S0cTg B0gAg 1.00 10.00
B0cTg S0gAg 1.00 10.00
B0cTg B0gAg 1.00  6.00
#S0cTc S0gAg 2.00 14.00
S0cTc B0gAg 2.00 10.00
B0cTc S0gAg 2.00 10.00
B0cTc B0gAg 2.00  6.00
#S0cTt S0gAg 1.00 14.00
S0cTt B0gAg 1.00 10.00
B0cTt S0gAg 1.00 10.00
B0cTt B0gAg 1.00  6.00
#S0cT3 S0gAg 1.00 14.00
S0cT3 B0gAg 1.00 10.00
B0cT3 S0gAg 1.00 10.00
B0cT3 B0gAg 1.00  6.00
#S0gAg S0tTc 1.00 14.00
S0gAg B0tTc 1.00 10.00
B0gAg S0tTc 1.00 10.00
B0gAg B0tTc 1.00  6.00
#S05Tc S0gAc 1.00 14.00
S05Tc B0gAc 1.00 10.00
B05Tc S0gAc 1.00 10.00
B05Tc B0gAc 1.00  6.00
#S0aTc S0gAc 1.00 14.00
S0aTc B0gAc 1.00 10.00
B0aTc S0gAc 1.00 10.00
B0aTc B0gAc 1.00  6.00
#S0gAc S0uTc 1.00 14.00
S0gAc B0uTc 1.00 10.00
B0gAc S0uTc 1.00 10.00
B0gAc B0uTc 1.00  6.00
#S0gAc S0gTa 1.00 14.00
S0gAc B0gTa 1.00 10.00
B0gAc S0gTa 1.00 10.00
B0gAc B0gTa 1.00  6.00
#S0gAc S0gTu 1.00 14.00
S0gAc B0gTu 1.00 10.00
B0gAc S0gTu 1.00 10.00
B0gAc B0gTu 1.00  6.00
#S0gAc S0gTg 1.00 14.00
S0gAc B0gTg 1.00 10.00
B0gAc S0gTg 1.00 10.00
B0gAc B0gTg 1.00  6.00
#S0gAc S0gTc 2.00 14.00
S0gAc B0gTc 2.00 10.00
B0gAc S0gTc 2.00 10.00
B0gAc B0gTc 2.00  6.00
#S0gAc S0gTt 1.00 14.00
S0gAc B0gTt 1.00 10.00
B0gAc S0gTt 1.00 10.00
B0gAc B0gTt 1.00  6.00
#S0gAc S0gT3 1.00 14.00
S0gAc B0gT3 1.00 10.00
B0gAc S0gT3 1.00 10.00
B0gAc B0gT3 1.00  6.00
#S0cTc S0gAc 1.00 14.00
S0cTc B0gAc 1.00 10.00
B0cTc S0gAc 1.00 10.00
B0cTc B0gAc 1.00  6.00
#S0gAc S0tTc 1.00 14.00
S0gAc B0tTc 1.00 10.00
B0gAc S0tTc 1.00 10.00
B0gAc B0tTc 1.00  6.00
#S05Tc S0gAt 1.00 14.00
S05Tc B0gAt 1.00 10.00
B05Tc S0gAt 1.00 10.00
B05Tc B0gAt 1.00  6.00
#S0aTa S0gAt 1.00 14.00
S0aTa B0gAt 1.00 10.00
B0aTa S0gAt 1.00 10.00
B0aTa B0gAt 1.00  6.00
#S0aTu S0gAt 1.00 14.00
S0aTu B0gAt 1.00 10.00
B0aTu S0gAt 1.00 10.00
B0aTu B0gAt 1.00  6.00
#S0aTg S0gAt 1.00 14.00
S0aTg B0gAt 1.00 10.00
B0aTg S0gAt 1.00 10.00
B0aTg B0gAt 1.00  6.00
#S0aTc S0gAt 2.00 14.00
S0aTc B0gAt 2.00 10.00
B0aTc S0gAt 2.00 10.00
B0aTc B0gAt 2.00  6.00
#S0aTt S0gAt 1.00 14.00
S0aTt B0gAt 1.00 10.00
B0aTt S0gAt 1.00 10.00
B0aTt B0gAt 1.00  6.00
#S0aT3 S0gAt 1.00 14.00
S0aT3 B0gAt 1.00 10.00
B0aT3 S0gAt 1.00 10.00
B0aT3 B0gAt 1.00  6.00
#S0gAt S0uTc 1.00 14.00
S0gAt B0uTc 1.00 10.00
B0gAt S0uTc 1.00 10.00
B0gAt B0uTc 1.00  6.00
#S0gAt S0gTc 1.00 14.00
S0gAt B0gTc 1.00 10.00
B0gAt S0gTc 1.00 10.00
B0gAt B0gTc 1.00  6.00
#S0cTc S0gAt 1.00 14.00
S0cTc B0gAt 1.00 10.00
B0cTc S0gAt 1.00 10.00
B0cTc B0gAt 1.00  6.00
#S0gAt S0tTc 1.00 14.00
S0gAt B0tTc 1.00 10.00
B0gAt S0tTc 1.00 10.00
B0gAt B0tTc 1.00  6.00
#S05Tc S0gA3 1.00 14.00
S05Tc B0gA3 1.00 10.00
B05Tc S0gA3 1.00 10.00
B05Tc B0gA3 1.00  6.00
#S0aTc S0gA3 1.00 14.00
S0aTc B0gA3 1.00 10.00
B0aTc S0gA3 1.00 10.00
B0aTc B0gA3 1.00  6.00
#S0gA3 S0uTc 1.00 14.00
S0gA3 B0uTc 1.00 10.00
B0gA3 S0uTc 1.00 10.00
B0gA3 B0uTc 1.00  6.00
#S0gA3 S0gTc 1.00 14.00
S0gA3 B0gTc 1.00 10.00
B0gA3 S0gTc 1.00 10.00
B0gA3 B0gTc 1.00  6.00
#S0cTc S0gA3 1.00 14.00
S0cTc B0gA3 1.00 10.00
B0cTc S0gA3 1.00 10.00
B0cTc B0gA3 1.00  6.00
#S0gA3 S0tTc 1.00 14.00
S0gA3 B0tTc 1.00 10.00
B0gA3 S0tTc 1.00 10.00
B0gA3 B0tTc 1.00  6.00
#S05Tg S0cAa 1.00 14.00
S05Tg B0cAa 1.00 10.00
B05Tg S0cAa 1.00 10.00
B05Tg B0cAa 1.00  6.00
#S0aTg S0cAa 1.00 14.00
S0aTg B0cAa 1.00 10.00
B0aTg S0cAa 1.00 10.00
B0aTg B0cAa 1.00  6.00
#S0cAa S0uTa 1.00 14.00
S0cAa B0uTa 1.00 10.00
B0cAa S0uTa 1.00 10.00
B0cAa B0uTa 1.00  6.00
#S0cAa S0uTu 1.00 14.00
S0cAa B0uTu 1.00 10.00
B0cAa S0uTu 1.00 10.00
B0cAa B0uTu 1.00  6.00
#S0cAa S0uTg 2.00 14.00
S0cAa B0uTg 2.00 10.00
B0cAa S0uTg 2.00 10.00
B0cAa B0uTg 2.00  6.00
#S0cAa S0uTc 1.00 14.00
S0cAa B0uTc 1.00 10.00
B0cAa S0uTc 1.00 10.00
B0cAa B0uTc 1.00  6.00
#S0cAa S0uTt 1.00 14.00
S0cAa B0uTt 1.00 10.00
B0cAa S0uTt 1.00 10.00
B0cAa B0uTt 1.00  6.00
#S0cAa S0uT3 1.00 14.00
S0cAa B0uT3 1.00 10.00
B0cAa S0uT3 1.00 10.00
B0cAa B0uT3 1.00  6.00
#S0cAa S0gTg 1.00 14.00
S0cAa B0gTg 1.00 10.00
B0cAa S0gTg 1.00 10.00
B0cAa B0gTg 1.00  6.00
#S0cAa S0cTg 1.00 14.00
S0cAa B0cTg 1.00 10.00
B0cAa S0cTg 1.00 10.00
B0cAa B0cTg 1.00  6.00
#S0cAa S0tTa 1.00 14.00
S0cAa B0tTa 1.00 10.00
B0cAa S0tTa 1.00 10.00
B0cAa B0tTa 1.00  6.00
#S0cAa S0tTu 1.00 14.00
S0cAa B0tTu 1.00 10.00
B0cAa S0tTu 1.00 10.00
B0cAa B0tTu 1.00  6.00
#S0cAa S0tTg 2.00 14.00
S0cAa B0tTg 2.00 10.00
B0cAa S0tTg 2.00 10.00
B0cAa B0tTg 2.00  6.00
#S0cAa S0tTc 1.00 14.00
S0cAa B0tTc 1.00 10.00
B0cAa S0tTc 1.00 10.00
B0cAa B0tTc 1.00  6.00
#S0cAa S0tTt 1.00 14.00
S0cAa B0tTt 1.00 10.00
B0cAa S0tTt 1.00 10.00
B0cAa B0tTt 1.00  6.00
#S0cAa S0tT3 1.00 14.00
S0cAa B0tT3 1.00 10.00
B0cAa S0tT3 1.00 10.00
B0cAa B0tT3 1.00  6.00
#S05Tg S0cAu 1.00 14.00
S05Tg B0cAu 1.00 10.00
B05Tg S0cAu 1.00 10.00
B05Tg B0cAu 1.00  6.00
#S0aTa S0cAu 1.00 14.00
S0aTa B0cAu 1.00 10.00
B0aTa S0cAu 1.00 10.00
B0aTa B0cAu 1.00  6.00
#S0aTu S0cAu 1.00 14.00
S0aTu B0cAu 1.00 10.00
B0aTu S0cAu 1.00 10.00
B0aTu B0cAu 1.00  6.00
#S0aTg S0cAu 2.00 14.00
S0aTg B0cAu 2.00 10.00
B0aTg S0cAu 2.00 10.00
B0aTg B0cAu 2.00  6.00
#S0aTc S0cAu 1.00 14.00
S0aTc B0cAu 1.00 10.00
B0aTc S0cAu 1.00 10.00
B0aTc B0cAu 1.00  6.00
#S0aTt S0cAu 1.00 14.00
S0aTt B0cAu 1.00 10.00
B0aTt S0cAu 1.00 10.00
B0aTt B0cAu 1.00  6.00
#S0aT3 S0cAu 1.00 14.00
S0aT3 B0cAu 1.00 10.00
B0aT3 S0cAu 1.00 10.00
B0aT3 B0cAu 1.00  6.00
#S0cAu S0uTg 1.00 14.00
S0cAu B0uTg 1.00 10.00
B0cAu S0uTg 1.00 10.00
B0cAu B0uTg 1.00  6.00
#S0cAu S0gTg 1.00 14.00
S0cAu B0gTg 1.00 10.00
B0cAu S0gTg 1.00 10.00
B0cAu B0gTg 1.00  6.00
#S0cAu S0cTg 1.00 14.00
S0cAu B0cTg 1.00 10.00
B0cAu S0cTg 1.00 10.00
B0cAu B0cTg 1.00  6.00
#S0cAu S0tTg 1.00 14.00
S0cAu B0tTg 1.00 10.00
B0cAu S0tTg 1.00 10.00
B0cAu B0tTg 1.00  6.00
#S05Tg S0cAg 1.00 14.00
S05Tg B0cAg 1.00 10.00
B05Tg S0cAg 1.00 10.00
B05Tg B0cAg 1.00  6.00
#S0aTg S0cAg 1.00 14.00
S0aTg B0cAg 1.00 10.00
B0aTg S0cAg 1.00 10.00
B0aTg B0cAg 1.00  6.00
#S0cAg S0uTg 1.00 14.00
S0cAg B0uTg 1.00 10.00
B0cAg S0uTg 1.00 10.00
B0cAg B0uTg 1.00  6.00
#S0cAg S0gTg 1.00 14.00
S0cAg B0gTg 1.00 10.00
B0cAg S0gTg 1.00 10.00
B0cAg B0gTg 1.00  6.00
#S0cAg S0cTa 1.00 14.00
S0cAg B0cTa 1.00 10.00
B0cAg S0cTa 1.00 10.00
B0cAg B0cTa 1.00  6.00
#S0cAg S0cTu 1.00 14.00
S0cAg B0cTu 1.00 10.00
B0cAg S0cTu 1.00 10.00
B0cAg B0cTu 1.00  6.00
#S0cAg S0cTg 2.00 14.00
S0cAg B0cTg 2.00 10.00
B0cAg S0cTg 2.00 10.00
B0cAg B0cTg 2.00  6.00
#S0cAg S0cTc 1.00 14.00
S0cAg B0cTc 1.00 10.00
B0cAg S0cTc 1.00 10.00
B0cAg B0cTc 1.00  6.00
#S0cAg S0cTt 1.00 14.00
S0cAg B0cTt 1.00 10.00
B0cAg S0cTt 1.00 10.00
B0cAg B0cTt 1.00  6.00
#S0cAg S0cT3 1.00 14.00
S0cAg B0cT3 1.00 10.00
B0cAg S0cT3 1.00 10.00
B0cAg B0cT3 1.00  6.00
#S0cAg S0tTg 1.00 14.00
S0cAg B0tTg 1.00 10.00
B0cAg S0tTg 1.00 10.00
B0cAg B0tTg 1.00  6.00
#S05Tg S0cAc 1.00 14.00
S05Tg B0cAc 1.00 10.00
B05Tg S0cAc 1.00 10.00
B05Tg B0cAc 1.00  6.00
#S0aTg S0cAc 1.00 14.00
S0aTg B0cAc 1.00 10.00
B0aTg S0cAc 1.00 10.00
B0aTg B0cAc 1.00  6.00
#S0cAc S0uTg 1.00 14.00
S0cAc B0uTg 1.00 10.00
B0cAc S0uTg 1.00 10.00
B0cAc B0uTg 1.00  6.00
#S0cAc S0gTa 1.00 14.00
S0cAc B0gTa 1.00 10.00
B0cAc S0gTa 1.00 10.00
B0cAc B0gTa 1.00  6.00
#S0cAc S0gTu 1.00 14.00
S0cAc B0gTu 1.00 10.00
B0cAc S0gTu 1.00 10.00
B0cAc B0gTu 1.00  6.00
#S0cAc S0gTg 2.00 14.00
S0cAc B0gTg 2.00 10.00
B0cAc S0gTg 2.00 10.00
B0cAc B0gTg 2.00  6.00
#S0cAc S0gTc 1.00 14.00
S0cAc B0gTc 1.00 10.00
B0cAc S0gTc 1.00 10.00
B0cAc B0gTc 1.00  6.00
#S0cAc S0gTt 1.00 14.00
S0cAc B0gTt 1.00 10.00
B0cAc S0gTt 1.00 10.00
B0cAc B0gTt 1.00  6.00
#S0cAc S0gT3 1.00 14.00
S0cAc B0gT3 1.00 10.00
B0cAc S0gT3 1.00 10.00
B0cAc B0gT3 1.00  6.00
#S0cAc S0cTg 1.00 14.00
S0cAc B0cTg 1.00 10.00
B0cAc S0cTg 1.00 10.00
B0cAc B0cTg 1.00  6.00
#S0cAc S0tTg 1.00 14.00
S0cAc B0tTg 1.00 10.00
B0cAc S0tTg 1.00 10.00
B0cAc B0tTg 1.00  6.00
#S05Tg S0cAt 1.00 14.00
S05Tg B0cAt 1.00 10.00
B05Tg S0cAt 1.00 10.00
B05Tg B0cAt 1.00  6.00
#S0aTa S0cAt 1.00 14.00
S0aTa B0cAt 1.00 10.00
B0aTa S0cAt 1.00 10.00
B0aTa B0cAt 1.00  6.00
#S0aTu S0cAt 1.00 14.00
S0aTu B0cAt 1.00 10.00
B0aTu S0cAt 1.00 10.00
B0aTu B0cAt 1.00  6.00
#S0aTg S0cAt 2.00 14.00
S0aTg B0cAt 2.00 10.00
B0aTg S0cAt 2.00 10.00
B0aTg B0cAt 2.00  6.00
#S0aTc S0cAt 1.00 14.00
S0aTc B0cAt 1.00 10.00
B0aTc S0cAt 1.00 10.00
B0aTc B0cAt 1.00  6.00
#S0aTt S0cAt 1.00 14.00
S0aTt B0cAt 1.00 10.00
B0aTt S0cAt 1.00 10.00
B0aTt B0cAt 1.00  6.00
#S0aT3 S0cAt 1.00 14.00
S0aT3 B0cAt 1.00 10.00
B0aT3 S0cAt 1.00 10.00
B0aT3 B0cAt 1.00  6.00
#S0cAt S0uTg 1.00 14.00
S0cAt B0uTg 1.00 10.00
B0cAt S0uTg 1.00 10.00
B0cAt B0uTg 1.00  6.00
#S0cAt S0gTg 1.00 14.00
S0cAt B0gTg 1.00 10.00
B0cAt S0gTg 1.00 10.00
B0cAt B0gTg 1.00  6.00
#S0cAt S0cTg 1.00 14.00
S0cAt B0cTg 1.00 10.00
B0cAt S0cTg 1.00 10.00
B0cAt B0cTg 1.00  6.00
#S0cAt S0tTg 1.00 14.00
S0cAt B0tTg 1.00 10.00
B0cAt S0tTg 1.00 10.00
B0cAt B0tTg 1.00  6.00
#S05Tg S0cA3 1.00 14.00
S05Tg B0cA3 1.00 10.00
B05Tg S0cA3 1.00 10.00
B05Tg B0cA3 1.00  6.00
